1;1;TXT0001             ;TEXTO PARA FACTURACION                                                                                                                                ;TEXTO                                             ;NULL;NULL;8;2;NULL;0;3;3;1;0;NULL;0;0;0;0;0;0;0;0;NULL;NULL;0;1;1;NULL;NULL;NULL;NULL;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0;1;HDSOFT;08:43.7;HDSOFT;08:43.7;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;;0;0;NULL;NULL;NULL
1;2;SV00001             ;SERVICIO GENERAL PARA FACTURACION                                                                                                                     ;SERVICIO GENERAL                                  ;NULL;NULL;8;1;NULL;0;3;3;1;0;NULL;0;0;0;0;0;0;0;0;NULL;NULL;0;0;1;NULL;NULL;NULL;NULL;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0;1;HDSOFT;08:43.7;HDSOFT;08:43.7;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;;0;0;NULL;NULL;NULL
1;3;CFT0001             ;VENTAS ADELANTADAS A TERCEROS MN                                                                                                                      ;NULL;NULL;VENTAS ADELANTADAS A TERCEROS MN                                                                    ;8;3;NULL;0;3;3;1;0;NULL;0;0;0;0;0;0;0;0;NULL;NULL;0;0;1;NULL;NULL;NULL;NULL;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0;1;HDSOFT;08:43.7;HDSOFT;08:43.7;1221101;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;;0;0;NULL;NULL;NULL
1;4;CFT0002             ;VENTAS ADELANTADAS A TERCEROS ME                                                                                                                      ;NULL;NULL;VENTAS ADELANTADAS A TERCEROS ME                                                                    ;8;3;NULL;0;3;3;1;0;NULL;0;0;0;0;0;0;0;0;NULL;NULL;0;0;1;NULL;NULL;NULL;NULL;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0;1;HDSOFT;08:43.7;HDSOFT;08:43.7;1221201;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;;0;0;NULL;NULL;NULL
1;5;CFT0003             ;APLICACION VENTAS ADELANTADAS A TERCEROS MN                                                                                                           ;NULL;NULL;APLICACION VENTAS ADELANTADAS A TERCEROS MN                                                         ;8;3;NULL;0;3;3;1;0;NULL;0;0;0;0;0;0;0;0;NULL;NULL;0;0;1;NULL;NULL;NULL;NULL;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0;1;HDSOFT;08:43.7;HDSOFT;08:43.7;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;;0;0;NULL;NULL;NULL
1;6;CFT0004             ;APLICACION VENTAS ADELANTADAS A TERCEROS ME                                                                                                           ;NULL;NULL;APLICACION VENTAS ADELANTADAS A TERCEROS ME                                                         ;8;3;NULL;0;3;3;1;0;NULL;0;0;0;0;0;0;0;0;NULL;NULL;0;0;1;NULL;NULL;NULL;NULL;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0;1;HDSOFT;08:43.7;HDSOFT;08:43.7;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;;0;0;NULL;NULL;NULL
1;7;01ET001             ;ALERGIZINA 5MG/5ML JARABE 60 ML;NULL;NULL;NULL;2;4;2;1;9;9;1;1;NULL;0;0;0;0;0;0;0;0;NULL;NULL;0;0;3;1;NULL;NULL;NULL;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;1;1;sistemas;30:46.5;sistemas;30:46.5;NULL;0;NULL;NULL;NULL;;NULL;;;0;0;NULL;NULL;;0;0;NULL;NULL;NULL
1;8;01ET002             ;ALERGIZINA FAST CAP. BLANDA X100                                                                                                                      ;NULL;NULL;NULL;2;4;2;1;9;9;1;1;NULL;0;0;0;0;0;0;0;0;NULL;NULL;0;0;3;1;NULL;NULL;NULL;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;1;1;sistemas                                          ;30:46.0;vherrera                                          ;46:43.0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;;0;0;NULL;NULL;NULL
1;9;01OT001             ;ARTRIMIDA MSM CAJA X 30 SACHETS;NULL;NULL;NULL;2;4;1;1;9;9;1;1;NULL;0;0;0;0;0;0;0;0;NULL;NULL;0;0;3;1;NULL;NULL;NULL;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;1;1;sistemas;30:46.5;sistemas;30:46.5;NULL;0;NULL;NULL;NULL;;NULL;;;0;0;NULL;NULL;;0;0;NULL;NULL;NULL
1;10;01ET003             ;ARTRIXIB 200 MG X 50 CAP                                                                                                                              ;NULL;NULL;NULL;2;4;2;1;9;9;1;1;NULL;0;0;0;0;0;0;0;0;NULL;NULL;0;0;3;1;NULL;NULL;NULL;NULL;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;1;1;sistemas                                          ;30:46.0;vherrera                                          ;44:04.0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;;0;0;NULL;NULL;NULL
